name	1_2_1	1_2_2	1_2_3	1_2_4	1_2_5	1_2_6	1_2_7	1_2_8	1_2_9	1_2_10	2_2_1	2_2_2	2_2_3	2_2_4	2_2_5	2_2_6	7_2_1	7_2_2	7_2_3	7_2_4	7_2_5	7_2_6	7_2_7	7_2_8	7_2_9	7_2_10	7_2_11	9_2_1	10_2_1	10_2_2	10_2_3	16_2_1	16_2_2	16_2_3	16_2_4	16_2_5	16_2_6	16_2_7	16_2_8	16_2_9	16_2_10	17_2_1	22_2_1	22_2_2	22_2_3
2_2_1	0	0	0	0	0	0	0	0	0	0	0.803670811130847	0.189261970882774	0.964801657785672	0.296388395500296	0.219375419744795	0.19373764428289	0.199467140319716	0.20093212550873	0.179857464366092	0.167639022228787	0.164988324576766	0.268028419182949	0.0928909952606635	0.188171252022951	0.199483838212896	0.216370633510953	0.216696269982238	0.23259325044405	0.304114490161002	0.124795679056215	0.16761397276495	0.215530903328051	0.192062810046483	0.190378922439313	0.190542601874047	0.208787304594979	0.192525518603885	0.180190503473466	0.270189461219657	0.182541234761067	0.370307874481942	0.283747779751332	0.2601243339254	0.228241563055062	0.308260577568838
2_2_2	0	0	0	0	0	0	0	0	0	0	0	0.561516452074392	0.198182277202727	0.535512917613397	0.202852814945721	0.216696120508289	0.204998737692502	0.162728108179073	0.154927206934276	0.146001033897053	0.1439725627554	0.270428343011024	0.0687203791469194	0.160757196802511	0.155060077847351	0.233064041067071	0.229487503155769	0.228519734073887	0.180083482409064	0.100419302110724	0.161869898173862	0.164562820836489	0.157157283514264	0.183497433308087	0.136543909348442	0.168285172903837	0.180467895312631	0.145527465444389	0.271311958259699	0.142447356411761	0.366616174366742	0.302869645712362	0.272532188841202	0.209416813935875	0.18349950922147
2_2_3	0	0	0	0	0	0	0	0	0	0	0	0	0.809615097346014	0.277448588358313	0.236299529885829	0.205567246986799	0.203954450172795	0.215242221346987	0.187396849212303	0.176870245919799	0.174182720373614	0.249365134691032	0.0981042654028436	0.197832377029081	0.209849382298189	0.199945227306677	0.197779216252552	0.2180441511268	0.316935002981515	0.132115698955298	0.157272319872529	0.235050829113679	0.203507675481427	0.193825042881647	0.201307474395293	0.216366650876362	0.20293052354297	0.187925230967557	0.251083005527063	0.192646195971054	0.349499576756461	0.26420355524573	0.240850470547229	0.214513292381414	0.326238570026347
2_2_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147489737463227	0.326830087306917	0.36429436898157	0.30760296867033	0.29893658920835	0.275093773443361	0.243778155232258	0.241170461179218	0.260138640362089	0.149289099526066	0.312147516061007	0.30817397190726	0.296876835945762	0.297443358969029	0.345969866728059	0.319543828264759	0.192950039087485	0.100068555811079	0.324997101001121	0.298816452482325	0.259033264910159	0.283111789060798	0.318332543818096	0.284129074744814	0.256248657165366	0.240683039662562	0.257969880696264	0.22432992621959	0.285437604690117	0.299586452389677	0.304488568297097	0.352740610631813
2_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794728005372733	0.208327736736064	0.234251175285426	0.268740974136799	0.184358589647412	0.192157152352116	0.190017513134851	0.319408999328408	0.166824644549763	0.21499681231916	0.210991707564732	0.273203492276696	0.257756883814641	0.372800537273338	0.243440667859273	0.137516878686661	0.190261920752183	0.194928684627575	0.237334479121909	0.222330423102754	0.191414251470909	0.241354808147797	0.226091336467428	0.210484852825324	0.34076561450638	0.200339005150271	0.434519811954332	0.357588985896575	0.312323707186031	0.275554063129617	0.250503693754197
2_2_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521172119125056	0.206683247241885	0.180911119863463	0.174343585896474	0.165423528542944	0.163455925277291	0.284611950768446	0.0725118483412322	0.188465499485067	0.196099170756473	0.23869651170206	0.22744085198648	0.260697659588036	0.215116279069767	0.133679198351219	0.183566099100823	0.19338255189208	0.179719542205383	0.179229640966775	0.17345826977555	0.191319279962103	0.171945999341455	0.167084437441811	0.278075377845801	0.164352304583089	0.40128180600727	0.318506472801479	0.293508067087558	0.214559020470633	0.237743451981195
7_2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.805081865050139	0.214126296442169	0.22741935483871	0.176648696551215	0.174839462930531	0.327148603478556	0.12085308056872	0.238291403069982	0.240649856151633	0.26227975752082	0.275508469775084	0.234236020622061	0.244260584376863	0.140501741169782	0.156506713500652	0.208959839202196	0.247959064099059	0.201065095462013	0.263194595772499	0.223709142586452	0.225485676654593	0.192079066103273	0.331369327516855	0.198448399504531	0.382726191150643	0.342700130304232	0.282731856552037	0.236700470228316	0.2566513406003
7_2_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87193120651175	0.171524222134699	0.114836422716195	0.113908347927612	0.283247997899435	0.12085308056872	0.167651306288565	0.184718393068137	0.25587501641066	0.243468557174741	0.289418406196665	0.154442456768038	0.0881245114064388	0.181173690429303	0.165288171196009	0.25600630169358	0.225154260207431	0.173427858737036	0.178482342129447	0.248785611132992	0.166368258970135	0.322633582775371	0.135223841407378	0.422476040435867	0.322699225416831	0.265983983195484	0.259419719049495	0.169817513456742
7_2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.840022505626407	0.154198360534672	0.152656158785756	0.974831207801951	0.0767772511848341	0.18915207689667	0.196014554070063	0.260315078769692	0.258252063015754	0.198499624906227	0.195512820512821	0.104825527681046	0.132708177044261	0.146070890185922	0.157259482051482	0.177269317329332	0.199564175201569	0.178588346755092	0.16496624156039	0.169734297787009	0.257876969242311	0.164417497881218	0.352400600150037	0.331470367591898	0.250900225056264	0.194748687171793	0.19269514904169
7_2_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917066686359944	0.998227605051326	0.246067498707629	0.066824644549763	0.127538586515028	0.152130566427886	0.20714865962632	0.198655933830589	0.200428328779263	0.113595706618962	0.0559781404622997	0.111882431135071	0.135440513994535	0.15818624916919	0.164758880437191	0.137803707259434	0.120892105457499	0.168082120965955	0.0981463702828447	0.24444280333801	0.108189941658666	0.308322871279817	0.267705487039362	0.215050587105827	0.187504615611846	0.142013145262536
7_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918053123175715	0.242629889083479	0.066824644549763	0.126094570928196	0.15061295971979	0.204757734967893	0.196949795680093	0.198409223584355	0.113595706618962	0.0555312317571512	0.110551663747811	0.133829538820782	0.156523642732049	0.162653239929947	0.136237594862814	0.119527145359019	0.167177466433158	0.0976357267950963	0.240659661412726	0.107194979568009	0.304874489200234	0.264813193228255	0.212784588441331	0.185566258026853	0.139959136018681
7_2_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774356044088237	0.161611374407583	0.305674071894463	0.310797089185987	0.340117030526637	0.315365250929583	0.315734274678331	0.29628801431127	0.177670385900078	0.132279746778341	0.27965675853272	0.28229366040389	0.247391952309985	0.29466114621922	0.276172430127901	0.272900889035232	0.250519229391964	0.239026810820564	0.254775409087946	0.356269641971039	0.333714268529239	0.255335113158492	0.290316825121709	0.319832618690913
7_2_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948815165876777	0.166824644549763	0.0729857819905213	0.145497630331754	0.150236966824645	0.138388625592417	0.0521327014218009	0.0308056872037915	0.109478672985782	0.0701421800947867	0.149763033175355	0.136492890995261	0.114691943127962	0.145971563981043	0.172037914691943	0.0881516587677725	0.161137440758294	0.131279620853081	0.186729857819905	0.211848341232227	0.11563981042654	0.176303317535545	0.0734597156398104
7_2_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.874846746113481	0.193418665097347	0.283752635966848	0.276788779363445	0.237016330734147	0.176356589147287	0.0824390590576363	0.152518267863273	0.145750576234613	0.174488745034574	0.205875140993576	0.172232847825021	0.163133585978209	0.19386003629052	0.157630881615699	0.270168211465843	0.155290436143164	0.350792016085528	0.322495218478741	0.265656417046736	0.217007503310284	0.164694942398099
7_2_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854628532746658	0.285835166694872	0.252073108817059	0.228634286681334	0.197152653548002	0.102764551204605	0.152648502284651	0.162252496192249	0.188695210695549	0.204899306143171	0.176944868162998	0.184864992894363	0.191952953122356	0.172240922437872	0.301235403621594	0.171197600886629	0.395583008969369	0.340878321204942	0.295185310543239	0.240057539346759	0.19341840161182
7_2_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.810448147016662	0.276337743519846	0.248484383393446	0.255739415623137	0.156136735128989	0.153126689070101	0.227126898844266	0.241474942385063	0.204341590979389	0.231248638047505	0.248578872572241	0.230721106354956	0.236482131347132	0.275609240241581	0.224721298650499	0.37134867106902	0.370526167367753	0.263929687683595	0.228506614329773	0.27359611510048
7_2_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77105706829257	0.24797278285115	0.253205128205128	0.13652192452562	0.146077276611469	0.221792740906807	0.235967345025585	0.203019992689031	0.243800392242319	0.237150639507342	0.22344418834376	0.212418534698847	0.260560290075983	0.214420757546124	0.365689738793044	0.352109748493037	0.257904339592138	0.224810746055616	0.268688329803172
9_2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734530478602307	0.26170244484198	0.176533295430318	0.198270790167038	0.247110664450543	0.267919221905394	0.207772122711807	0.213946393549793	0.247039317858835	0.234672374053342	0.219651937262766	0.323561762975469	0.218788708520764	0.446985393804517	0.367201289233367	0.30401862225974	0.256695572097306	0.274732654853541
10_2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829010137149672	0.0898181276088253	0.196332737030411	0.220632081097197	0.205202742993441	0.238223017292785	0.194320214669052	0.159212880143113	0.226744186046512	0.124552772808587	0.305456171735241	0.136106141920095	0.399373881932021	0.324165175909362	0.288536076326774	0.277504472271914	0.283169350029815
10_2_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.605003198066946	0.592566271053941	0.101982801506645	0.105749413687727	0.121952952881814	0.0985715300973634	0.0746926302323929	0.127709473384976	0.0752703573730574	0.185630019188402	0.0715656314405515	0.27226209935328	0.193589652476725	0.172979887712316	0.165375595195793	0.107241844929287
10_2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0901222311133326	0.182752889335549	0.151712823717824	0.139808227652335	0.142253214207888	0.157449076267172	0.157556799473164	0.15383513571582	0.119450302741683	0.155616402633809	0.169532330140941	0.146029627303183	0.155438063829416	0.176331149797364	0.214702691532779
16_2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73762127478644	0.153626811452678	0.199605736152449	0.155458705600349	0.162304594978683	0.180704263461018	0.147747618706582	0.284990916470179	0.147402047069561	0.406826176027212	0.304240269027096	0.275404893510108	0.234239109427544	0.219765459523687
16_2_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.830865981797586	0.199171907347369	0.158509479189366	0.204819990525817	0.206632553415882	0.182697128124329	0.341939767977813	0.17048047460721	0.395961095269716	0.320299988281708	0.266669270731612	0.238975040037499	0.196414733688071
16_2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846835193881281	0.197428633689257	0.21310990052108	0.217484359565361	0.211129413449832	0.277479402750049	0.214746724036769	0.341872170514299	0.27717009251188	0.261901414391362	0.223434468408177	0.250916980937129
16_2_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.858051863151013	0.201267171956419	0.175855306166921	0.174819164935902	0.298104162126825	0.178955603363974	0.34451950315973	0.293266506864241	0.286641969928089	0.226105905426019	0.178281758536963
16_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.860433443865467	0.233893889152061	0.17976079639046	0.284699194694458	0.184040680618032	0.424265750828991	0.299561819043108	0.295416864045476	0.233124111795358	0.164021790620559
16_2_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.830457688508396	0.217789873236411	0.315903852486006	0.182802007953582	0.389101086598617	0.301778070464274	0.277642410273296	0.235133355284821	0.223691687761533
16_2_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.877605099190718	0.295781708801833	0.139869655518155	0.359521592780921	0.284036381866361	0.260832199384087	0.201604239776552	0.162142805987252
16_2_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796748078100551	0.266575396049286	0.336335805156813	0.246220831349071	0.268090526793348	0.315678128106441	0.326445213617813
16_2_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.900384640458961	0.343177521350805	0.267292522328705	0.285285872612295	0.207575461242584	0.15802855466458
16_2_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175551202657276	0.383532244556114	0.373571341325097	0.406902352611322	0.434519811954332
17_2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720438128140704	0.298679090544243	0.324242347003798	0.330113137366327
22_2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761154443455653	0.31950144011419	0.331146355323656
22_2_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789029643412433	0.282636772227101
22_2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794182982900243
